0	0.422619
0	0.332638
381	-0.061031
381	-0.082291
381	-0.080112
571.934	-0.084623
571.934	-0.014729
571.934	-0.120525
571.934	-0.088072
571.934	-0.048188
571.934	-0.090719
596.662	-0.014499
740.152	-0.054303
740.152	-0.085453
740.152	-0.062931
740.152	-0.052737
798.069	-0.0211
798.069	-0.005015
0	0.541902
381	-0.086241
381	-0.096398
381	-0.10501
571.934	-0.104318
571.934	-0.002427
571.934	-0.156065
571.934	-0.118684
571.934	-0.082152
571.934	-0.125731
596.662	-0.01915
740.152	-0.046303
740.152	-0.080152
740.152	-0.051469
740.152	-0.013869
798.069	-0.047386
798.069	-0.045639
381	-0.063195
381	-0.029286
381	-0.050493
571.934	-0.116119
571.934	0.040737
571.934	-0.188815
571.934	-0.12434
571.934	-0.090707
571.934	-0.151268
596.662	-0.035341
740.152	-0.063335
740.152	-0.107844
740.152	-0.046817
740.152	-0.029171
798.069	-0.05227
798.069	-0.034933
0	0.406206
0	0.469345
450.87	-0.077965
450.87	-0.018428
450.87	-0.116278
450.87	-0.110155
450.87	-0.102474
450.87	-0.125705
321.562	-0.036366
603.16	-0.050775
603.16	-0.076481
603.16	-0.002977
603.16	-0.091209
581.231	-0.029891
581.231	-0.058894
0	0.533826
450.87	-0.084216
450.87	-0.000501
450.87	-0.150452
450.87	-0.112247
450.87	-0.096231
450.87	-0.136143
321.562	-0.063778
603.16	-0.056397
603.16	-0.083713
603.16	0.00235
603.16	-0.071116
581.231	-0.032598
581.231	-0.066182
450.87	-0.077608
450.87	-0.010692
450.87	-0.128708
450.87	-0.110438
450.87	-0.081777
450.87	-0.131978
321.562	-0.068957
603.16	-0.048794
603.16	-0.08114
603.16	-0.008871
603.16	-0.107733
581.231	-0.064184
581.231	-0.086653
0	-0.047593
0	0.209704
0	0.126864
0	0.278133
0	0.311172
233.414	-0.022004
170.417	-0.09731
170.417	-0.076021
170.417	-0.057971
170.417	-0.067625
248.847	-0.058424
248.847	-0.064125
0	-0.058096
0	-0.032651
0	-0.089681
0	-0.070405
233.414	0.026059
170.417	-0.010474
170.417	-0.017117
170.417	0.067264
170.417	-0.039261
248.847	-0.017403
248.847	-0.011763
0	0.381648
0	0.244973
0	0.350931
233.414	-0.035654
170.417	-0.075391
170.417	-0.045372
170.417	-0.062708
170.417	-0.060349
248.847	-0.088103
248.847	-0.078898
0	0.127041
0	0.28838
233.414	-0.022804
170.417	-0.058479
170.417	-0.023753
170.417	-0.074939
170.417	-0.068203
248.847	-0.056819
248.847	-0.052844
0	0.316029
233.414	-0.008317
170.417	-0.110272
170.417	-0.076703
170.417	-0.061272
170.417	-0.065477
248.847	-0.086186
248.847	-0.073029
233.414	-0.020677
170.417	-0.091817
170.417	-0.080304
170.417	-0.077442
170.417	-0.074636
248.847	-0.096829
248.847	-0.098603
324.721	0.003244
324.721	0.003354
324.721	0.020469
324.721	0.023203
263.167	-0.010848
263.167	0.006121
0	0.416269
0	0.014942
0	0.274425
161.05	-0.055394
161.05	-0.076784
0	-0.028623
0	0.277892
161.05	-0.001347
161.05	-0.031274
0	-0.011732
161.05	0.006888
161.05	0.034263
161.05	-0.033682
161.05	-0.04865
0	0.526099
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
