0	-0.012797
0	0.002359
0	0.038197
86.2777	-0.011578
86.2777	0.052313
623.249	0.017724
623.249	-0.009127
623.249	0.029539
623.249	-0.02577
623.249	0.025455
1373.16	0.000673
1373.16	0.014038
1047.68	-0.027864
1047.68	-0.033926
1047.68	0.000074
1047.68	0.009561
1047.68	-0.043626
0	0.366505
0	0.086755
86.2777	-0.037889
86.2777	0.015039
623.249	-0.005591
623.249	-0.007812
623.249	-0.024972
623.249	-0.051967
623.249	-0.005549
1373.16	-0.047925
1373.16	-0.020831
1047.68	-0.041862
1047.68	-0.040183
1047.68	-0.024444
1047.68	-0.025939
1047.68	-0.064537
0	0.288297
86.2777	-0.047177
86.2777	-0.020818
623.249	-0.032793
623.249	0.029699
623.249	-0.043972
623.249	-0.073753
623.249	0.029378
1373.16	-0.019139
1373.16	0.057232
1047.68	-0.088759
1047.68	-0.076531
1047.68	-0.058521
1047.68	-0.057505
1047.68	-0.077757
86.2777	0.007625
86.2777	0.037129
623.249	0.001862
623.249	-0.034086
623.249	0.005539
623.249	-0.064797
623.249	-0.013164
1373.16	-0.06832
1373.16	0.007414
1047.68	-0.057354
1047.68	-0.025965
1047.68	-0.023666
1047.68	-0.003102
1047.68	-0.055216
0	0.055237
582.029	-0.056505
582.029	0.003019
582.029	-0.041284
582.029	-0.062312
582.029	-0.020585
1315.69	0.017097
1315.69	0.03998
1133.75	-0.060241
1133.75	-0.083578
1133.75	-0.082864
1133.75	-0.082683
1133.75	-0.043799
582.029	0.060567
582.029	0.026751
582.029	0.008647
582.029	-0.095693
582.029	-0.024744
1315.69	-0.044542
1315.69	0.021482
1133.75	-0.063007
1133.75	-0.038874
1133.75	-0.075528
1133.75	-0.015503
1133.75	-0.072109
0	0.036772
0	-0.004424
0	-0.051846
0	0.065631
770.713	-0.005238
770.713	-0.005148
1448.01	-0.023166
1448.01	-0.031632
1448.01	-0.053986
1448.01	0.008048
1448.01	-0.02881
0	-0.016089
0	-0.066102
0	0.194391
770.713	0.035482
770.713	-0.003975
1448.01	-0.096297
1448.01	-0.02951
1448.01	-0.059717
1448.01	-0.001442
1448.01	-0.041673
0	-0.029374
0	-0.021871
770.713	0.020931
770.713	0.015574
1448.01	-0.013708
1448.01	-0.02998
1448.01	-0.036847
1448.01	0.01128
1448.01	-0.023213
0	-0.028069
770.713	-0.030119
770.713	-0.061678
1448.01	0.316089
1448.01	0.311303
1448.01	0.324757
1448.01	0.145881
1448.01	0.262275
770.713	0.023856
770.713	0.055494
1448.01	-0.027301
1448.01	-0.041878
1448.01	-0.05727
1448.01	-0.03108
1448.01	-0.010964
0	0.044406
2188.71	-0.0445
2188.71	-0.041164
2188.71	-0.056335
2188.71	-0.040953
2188.71	-0.060729
2188.71	-0.046282
2188.71	-0.091027
2188.71	-0.091686
2188.71	-0.084074
2188.71	-0.025836
0	0.147399
0	0.34762
0	0.116376
0	0.283212
0	0.265507
0	0.296936
0	0.193776
0	0.229157
0	0.212315
0	0.222802
0	0.179351
0	0.253666
0	0.511356
148.022	-0.024784
148.022	-0.030693
148.022	-0.048008
148.022	-0.047318
652.172	-0.118563
652.172	0.000519
652.172	-0.03996
652.172	-0.056908
1133.75	-0.050432
1133.75	-0.063963
1751.62	-0.014369
1751.62	0.007101
0	0.355683
0	0.282217
148.022	-0.008806
148.022	0.024657
148.022	-0.055354
148.022	-0.041274
652.172	-0.112645
652.172	-0.057149
652.172	-0.031774
652.172	-0.074116
1133.75	-0.015462
1133.75	-0.009448
1751.62	-0.02424
1751.62	-0.01629
0	0.15283
148.022	-0.049906
148.022	0.020775
148.022	-0.028509
148.022	-0.026005
652.172	-0.091778
652.172	-0.018169
652.172	-0.034954
652.172	-0.062631
1133.75	-0.041876
1133.75	-0.01301
1751.62	-0.035909
1751.62	-0.04063
148.022	-0.009089
148.022	-0.024391
148.022	-0.079912
148.022	-0.06605
652.172	-0.116946
652.172	-0.000337
652.172	-0.045918
652.172	-0.051469
1133.75	-0.028278
1133.75	-0.049462
1751.62	-0.006315
1751.62	0.00127
0	0.29263
0	0.021908
0	-0.039434
511.232	-0.012098
511.232	-0.02643
511.232	-0.052146
511.232	0.025019
986.38	0.02096
986.38	-0.008742
1605.76	-0.037385
1605.76	-0.033332
0	0.002136
0	-0.028137
511.232	-0.016612
511.232	-0.014618
511.232	-0.0696
511.232	-0.00798
986.38	-0.016866
986.38	0.031137
1605.76	-0.035771
1605.76	-0.047333
0	0.322545
511.232	-0.034758
511.232	-0.08929
511.232	-0.068902
511.232	0.023214
986.38	0.039405
986.38	-0.021801
1605.76	-0.009199
1605.76	-0.003807
511.232	0.009198
511.232	-0.072586
511.232	-0.006087
511.232	-0.019017
986.38	0.009833
986.38	-0.043049
1605.76	0.026429
1605.76	0.059301
0	0.257969
0	0.468598
0	0.350919
507.361	-0.027192
507.361	-0.06839
1105.7	-0.041184
1105.7	-0.070681
0	0.252011
0	0.288
507.361	-0.057081
507.361	0.000836
1105.7	0.008443
1105.7	-0.01222
0	0.13729
507.361	-0.028121
507.361	-0.046856
1105.7	-0.016078
1105.7	-0.007641
507.361	0.013836
507.361	-0.059454
1105.7	-0.065371
1105.7	-0.073315
0	-0.017904
627.087	0.013697
627.087	0.018855
627.087	-0.004444
627.087	-0.051662
0	0.489704
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
